-0.3,0.9,0.35
0.3,0.9,0.35
-0.75,0.6,0.15
-0.4,0.7,0.5
0,0.75,0.65
0.4,0.7,0.5
0.75,0.6,0.15
-0.85,0,0.1
0.85,0,0.1
0.4,-0.7,0.5
-0.4,-0.7,0.5
